lea_number,lea_name,school_number,school_name,nces_number,number_academic_year,star_rating,total_earned_points_percent,percentile_rank_elementary,percentile_rank_middle,percentile_rank_high,address,city,lat,lon
16,Prince George's,1213,Fort Foote Elementary,240051001033,2018,4,63,48,NA,NA,8300 Oxon Hill Rd,Fort Washington,38.775797,-77.004998
16,Prince George's,1214,Glassmanor Elementary,240051001042,2018,4,64,48,NA,NA,1011 Marcy Ave,Oxon Hill,38.8172,-76.990242
16,Prince George's,1216,Samuel Chase Elementary,240051001150,2018,3,48,16,NA,NA,5700 Fisher Rd,Temple Hills,38.809636,-76.951596
16,Prince George's,1217,Crossland High,240051001017,2018,2,39,NA,NA,14,6901 Temple Hill Road,Temple Hills,38.794412,-76.930724
16,Prince George's,1218,Valley View Elementary,240051001179,2018,4,61,40,NA,NA,5500 Danby Ave,Oxon Hill,38.811682,-76.976117
16,Prince George's,1219,Barnaby Manor Elementary,240051000974,2018,3,47,15,NA,NA,2411 Owens Rd,Oxon Hill,38.816424,-76.965164
16,Prince George's,1220,Potomac High,240051001133,2018,2,38,NA,NA,14,5211 Boydell Ave,Oxon Hill,38.821057,-76.977196
16,Prince George's,1221,Avalon Elementary,240051000972,2018,3,51,19,NA,NA,7302 Webster Lane,Fort Washington,38.79119,-76.942191
16,Prince George's,1229,Apple Grove Elementary,240051000969,2018,4,62,44,NA,NA,7400 Bellefield Ave,Fort Washington,38.789259,-76.962801
16,Prince George's,1231,J. Frank Dent Elementary,240051001068,2018,2,41,9,NA,NA,2700 Corning Ave,Fort Washington,38.810061,-76.961083
16,Prince George's,1233,Indian Queen Elementary,240051001066,2018,4,66,56,NA,NA,9551 Fort Foote Rd,Fort Washington,38.757949000000004,-77.015609
16,Prince George's,1234,Oxon Hill Middle,240051001471,2018,2,44,NA,20,NA,9570 Fort Foote Rd,Fort Washington,38.76153,-77.014088
16,Prince George's,1302,Columbia Park Elementary,240051001012,2018,3,54,25,NA,NA,1901 Kent Village Dr,Landover,38.916641,-76.887102
16,Prince George's,1307,Highland Park Elementary,240051001135,2018,3,56,28,NA,NA,6501 Lowland Dr,Landover,38.903536,-76.893507
16,Prince George's,1309,William Paca Elementary,240051000729,2018,3,57,30,NA,NA,7801 Sherriff Rd,Landover,38.911698,-76.872964
16,Prince George's,1310,Dodge Park Elementary,240051001208,2018,4,64,50,NA,NA,3401 Hubbard Rd,Landover,38.933316,-76.87552
16,Prince George's,1314,Largo High,240051001089,2018,3,47,NA,NA,26,505 Largo Rd,Upper Marlboro,38.886644,-76.820039
16,Prince George's,1320,G. James Gholson Middle,240051001211,2018,3,48,NA,27,NA,900 Nalley Rd,Landover,38.903066,-76.875909
16,Prince George's,1322,Phyllis E. Williams Elementary,240051001130,2018,4,64,51,NA,NA,9601 Prince Pl,Upper Marlboro,38.889231,-76.839705
16,Prince George's,1324,Kettering Elementary,240051001082,2018,3,54,26,NA,NA,11000 Layton St,Upper Marlboro,38.891271,-76.814408
16,Prince George's,1326,Kettering Middle,240051001472,2018,3,51,NA,33,NA,65 Herrington Dr,Upper Marlboro,38.894992,-76.810993
16,Prince George's,1327,Charles Herbert Flowers High,240051002951,2018,4,63,NA,NA,55,10001 Ardwick-Ardmore Rd,Springdale,38.931495,-76.835031
16,Prince George's,1330,Kenmoor Middle,240051001473,2018,4,64,NA,69,NA,2500 Kenmoor Dr,Landover,38.925288,-76.867411
16,Prince George's,1333,Judge Sylvania W. Woods Sr. Elementary,240051001137,2018,3,52,21,NA,NA,3000 Church St,Glenarden,38.932877,-76.872779
16,Prince George's,1346,Lake Arbor Elementary,240051001217,2018,3,57,29,NA,NA,10205 Lake Arbor Way,Mitchellville,38.903694,-76.82929
16,Prince George's,1347,Cora L. Rice Elementary,240051001222,2018,2,42,10,NA,NA,950 Nalley Rd,Landover,38.903069,-76.875908
16,Prince George's,1348,Ernest Everett Just Middle,240051001223,2018,3,55,NA,44,NA,1300 Campus Way N,Mitchellville,38.907059,-76.830118
16,Prince George's,1350,Academy of Health Sciences at PGCC,240051001704,2018,5,96,NA,NA,99,301 Largo Rd,Largo,38.886849,-76.830282
16,Prince George's,1351,Chesapeake Math and IT South Public Charter,240051001726,2018,4,74,NA,78,NA,9822 Fallard Court,Upper Marlboro,38.80693,-76.839752
16,Prince George's,1408,Glenn Dale Elementary,240051001474,2018,3,58,32,NA,NA,6700 Glenn Dale Rd,Glenn Dale,38.981331,-76.816635
16,Prince George's,1409,Duval High,240051001023,2018,3,46,NA,NA,24,9880 Good Luck Rd,Lanham,38.989462,-76.837694
16,Prince George's,1411,Gaywood Elementary,240051001041,2018,4,61,39,NA,NA,6701 97th Ave,Seabrook,38.979637,-76.839917
16,Prince George's,1412,High Bridge Elementary,240051001058,2018,4,62,43,NA,NA,7011 High Bridge Rd,Bowie,38.986632,-76.772484
16,Prince George's,1414,Catherine T. Reed Elementary,240051001001,2018,3,58,32,NA,NA,9501 Greenbelt Rd,Lanham,38.989601,-76.84162
16,Prince George's,1416,Dora Kennedy French Immersion,240051001245,2018,5,80,92,96,NA,8950 Edmonston Rd,Seabrook,38.99719,-76.902184
16,Prince George's,1417,Robert Goddard Montessori,240051001251,2018,5,77,79,95,NA,9850 Good Luck Rd,Seabrook,38.987891,-76.842102
16,Prince George's,1423,Bowie High,240051000990,2018,4,61,NA,NA,51,15200 Annapolis Rd,Bowie,38.978222,-76.743199
16,Prince George's,1424,Montpelier Elementary,240051001108,2018,3,58,34,NA,NA,9200 Muirkirk Rd,Laurel,39.054175,-76.845792
16,Prince George's,1427,Yorktown Elementary,240051000200,2018,4,74,81,NA,NA,7301 Race Track Rd,Bowie,38.98975,-76.732916
16,Prince George's,1428,Samuel Ogle Middle,240051001152,2018,4,67,NA,74,NA,4111 Chelmont Ln,Bowie,38.993464,-76.741377
16,Prince George's,1432,Rockledge Elementary,240051001144,2018,4,67,61,NA,NA,7701 Laurel Bowie Rd,Bowie,38.996631,-76.757653
16,Prince George's,1435,Deerfield Run Elementary,240051001018,2018,3,58,31,NA,NA,13000 Laurel-Bowie Rd,Laurel,39.071107,-76.846561
16,Prince George's,1438,Whitehall Elementary,240051001461,2018,5,75,83,NA,NA,3901 Woodhaven Ln,Bowie,38.989458,-76.751543
16,Prince George's,1442,Excel Academy Public Charter,240051001540,2018,4,66,52,75,NA,7910 Scott Rd,Landover,38.92113,-76.869101
16,Prince George's,1502,Frederick Douglass High,240051001036,2018,3,58,NA,NA,42,8000 Croom Rd,Upper Marlboro,38.781506,-76.781720000000007
16,Prince George's,1504,Melwood Elementary,240051001106,2018,3,55,27,NA,NA,7100 Woodyard Rd,Upper Marlboro,38.79079,-76.838052
16,Prince George's,1510,James Madison Middle,240051001475,2018,4,65,NA,70,NA,7300 Woodyard Rd,Upper Marlboro,38.788542,-76.840072
16,Prince George's,1511,Marlton Elementary,240051001100,2018,4,61,42,NA,NA,8506 Old Colony Dr S,Upper Marlboro,38.772365,-76.789096
16,Prince George's,1518,Barack Obama Elementary,240051001697,2018,4,61,40,NA,NA,12700 Brooke Ln,Upper Marlboro,38.83409,-76.786406
16,Prince George's,1519,"Dr. Henry A. Wise, Jr. High",240051001542,2018,2,44,NA,NA,20,12650 Brooke Lane,Upper Marlboro,38.833955,-76.787819
16,Prince George's,1521,Imagine Foundations at Leeland PCS,240051001637,2018,4,61,28,72,NA,14111 Oak Grove Road,Upper Marlboro,38.873988,-76.760595
16,Prince George's,1522,Imagine Foundations at Morningside PCS,240051001706,2018,3,59,45,44,NA,6900 Ames St Se,Morningside,38.82929,-76.886093
16,Prince George's,1601,Hyattsville Elementary,240051001064,2018,3,59,35,NA,NA,5311 43rd Ave,Hyattsville,38.954442,-76.942452
16,Prince George's,1602,Hyattsville Middle,240051001065,2018,3,58,NA,53,NA,6001 42nd Ave,Hyattsville,38.960108,-76.944684
16,Prince George's,1604,Edward M. Felegy ES,240051001723,2018,3,55,27,NA,NA,6110 Editors Park Dr,Hyattsville,38.964175,-76.963572
16,Prince George's,1703,Mt Rainier Elementary,240051001110,2018,3,59,36,NA,NA,4011 32nd St,Mt Rainier,38.938885,-76.962901
16,Prince George's,1706,Thomas S. Stone Elementary,240051001176,2018,3,55,26,NA,NA,4500 34th St,Mt Rainier,38.94593,-76.962739
16,Prince George's,1708,Northwestern High,240051001114,2018,2,37,NA,NA,11,7000 Adelphi Rd,Hyattsville,38.974836,-76.95448
16,Prince George's,1709,Chillum Elementary,240051001009,2018,4,61,40,NA,NA,1420 Chillum St,Hyattsville,38.957696,-76.983723
16,Prince George's,1710,Ridgecrest Elementary,240051001138,2018,3,59,35,NA,NA,6120 Riggs Rd,Hyattsville,38.965985,-76.989132
16,Prince George's,1711,Carole Highlands Elementary,240051000999,2018,4,62,44,NA,NA,1610 Hannon St,Takoma Park,38.984016,-76.983644
16,Prince George's,1712,Lewisdale Elementary,240051001093,2018,4,69,65,NA,NA,2400 Banning Pl,Hyattsville,38.974774,-76.968164
16,Prince George's,1713,Cesar Chavez Elementary,240051001139,2018,5,76,85,NA,NA,6609 Riggs Rd,Hyattsville,38.96924,-76.981343
16,Prince George's,1714,Adelphi Elementary,240051000965,2018,4,63,48,NA,NA,8820 Riggs Rd,Adelphi,39.000256,-76.974023
16,Prince George's,1718,Nicholas Orem Middle,240051001112,2018,3,48,NA,26,NA,6100 Editors Park Dr,Hyattsville,38.964333,-76.960257
16,Prince George's,1719,Langley Park/McCormick Elementary,240051001087,2018,4,60,38,NA,NA,8201 15th Ave,Hyattsville,38.993994,-76.980962
16,Prince George's,1725,Cool Spring Elementary,240051000510,2018,3,56,28,NA,NA,8910 Riggs Rd,Adelphi,39.00225,-76.973638
16,Prince George's,1730,"Mary Harris Mother"" Jones Elementary""",240051001257,2018,3,55,26,NA,NA,2405 Tecumseh St,Adelphi,38.999887,-76.966143
16,Prince George's,1731,Rosa L. Parks Elementary,240051001573,2018,3,57,29,NA,NA,6111 Ager Rd,Hyattsville,38.965607,-76.97243
16,Prince George's,1802,Seat Pleasant Elementary,240051001155,2018,3,54,25,NA,NA,6411 G St,Capital Heights,38.89717,-76.906995
16,Prince George's,1806,Fairmont Heights High,240051001029,2018,3,46,NA,NA,25,1401 Nye St,Capitol Heights,38.910307,-76.919652
16,Prince George's,1808,Doswell E. Brooks Elementary,240051001021,2018,4,62,42,NA,NA,1301 Brooke Rd,Capital Heights,38.8712,-76.910326
16,Prince George's,1810,Central High,240051001002,2018,2,41,NA,NA,17,200 Cabin Branch Rd,Capitol Heights,38.882208,-76.891179
16,Prince George's,1811,Carmody Hills Elementary,240051000998,2018,2,44,12,NA,NA,401 Jadeleaf Ave,Capitol Heights,38.895964,-76.888085
16,Prince George's,1812,Capitol Heights Elementary,240051000997,2018,4,60,37,NA,NA,601 Suffolk Ave,Capitol Heights,38.881897,-76.912494
16,Prince George's,1814,Thomas G. Pullen School,240051001174,2018,4,68,64,78,NA,700 Brightseat Rd,Landover,38.900128,-76.855136
16,Prince George's,1816,John H. Bayne Elementary,240051001075,2018,2,39,7,NA,NA,7010 Walker Mill Rd,Capitol Heights,38.872556,-76.884965
16,Prince George's,1819,Walker Mill Middle,240051001477,2018,3,47,NA,24,NA,800 Karen Blvd,Capitol Heights,38.876868,-76.885477
16,Prince George's,1828,Robert R. Gray Elementary,240051001183,2018,3,57,29,NA,NA,4949 Addison Rd,Capital Heights,38.908791,-76.922359
16,Prince George's,1830,William W. Hall Academy,240051001462,2018,3,51,15,42,NA,5200 Marlboro Pk,Capitol Heights,38.870744,-76.918236
16,Prince George's,1901,Riverdale Elementary,240051001140,2018,3,57,28,NA,NA,5006 Riverdale Rd,Riverdale,38.961265,-76.928354
16,Prince George's,1902,University Park Elementary,240051001178,2018,4,65,54,NA,NA,4315 Underwood St,Hyattsville,38.970568,-76.943542
16,Prince George's,1907,Beacon Heights Elementary,240051000975,2018,3,58,31,NA,NA,6929 Furman Pkwy,Riverdale,38.957963,-76.898023
16,Prince George's,1908,William Wirt Middle,240051001186,2018,3,46,NA,23,NA,6200 Tuckerman St,Riverdale,38.967101,-76.909751
16,Prince George's,1909,Parkdale High,240051001126,2018,3,48,NA,NA,29,6001 Good Luck Rd,Riverdale,38.970059,-76.904429
16,Prince George's,2003,Seabrook Elementary,240051001154,2018,4,70,69,NA,NA,6001 Seabrook Rd,Seabrook,38.96805,-76.84094
16,Prince George's,2005,Carrollton Elementary,240051001000,2018,4,62,43,NA,NA,8300 Quintana St,New Carrollton,38.968384,-76.875682
16,Prince George's,2006,Glenridge Elementary,240051001495,2018,3,55,26,NA,NA,7200 Gallatin St,Landover Hills,38.952147,-76.889801
16,Prince George's,2007,Woodridge Elementary,240051001386,2018,4,69,66,NA,NA,5001 Flintridge Dr,Hyattsville,38.950718,-76.891448
16,Prince George's,2008,Ardmore Elementary,240051000970,2018,4,63,47,NA,NA,9301 Ardwick Ardmore Road,Springdale,38.934054,-76.846615
16,Prince George's,2009,Thomas Johnson Middle,240051001175,2018,3,51,NA,32,NA,5401 Barker Pl,Lanham,38.960626,-76.84109
16,Prince George's,2010,Glenarden Woods Elementary,240051001043,2018,5,82,95,NA,NA,9850 Good Luck Rd,Seabrook,38.987924,-76.84218
16,Prince George's,2011,Charles Carroll Middle,240051001004,2018,3,51,NA,32,NA,6130 Lamont Dr,New Carrollton,38.96731,-76.881409
16,Prince George's,2013,James McHenry Elementary,240051001071,2018,3,54,25,NA,NA,8909 Mchenry Ln,Lanham,38.958855,-76.850755
16,Prince George's,2014,Lamont Elementary,240051001085,2018,4,69,66,NA,NA,7101 Good Luck Rd,New Carrollton,38.974328,-76.883345
16,Prince George's,2016,Robert Frost Elementary,240051001142,2018,3,58,33,NA,NA,6419 85th Ave,New Carrollton,38.976391,-76.875384
16,Prince George's,2022,Turning Point Academy Public Charter,240051001544,2018,4,66,47,83,NA,7800 Good Luck Rd,Lanham,38.980685,-76.87073
16,Prince George's,2106,Greenbelt Elementary,240051000512,2018,4,62,43,NA,NA,66 Ridge Rd,Greenbelt,39.012164,-76.877134
16,Prince George's,2107,Hollywood Elementary,240051001063,2018,4,63,47,NA,NA,9811 49th Ave,College Park,39.015122,-76.922759
16,Prince George's,2108,Buck Lodge Middle,240051000993,2018,3,53,NA,38,NA,2611 Buck Lodge Rd,Adelphi,39.010731,-76.960627
16,Prince George's,2109,Berwyn Heights Elementary,240051001272,2018,4,67,59,NA,NA,6200 Pontiac St,Berwyn Heights,38.992039,-76.909473
16,Prince George's,2113,Springhill Lake Elementary,240051001160,2018,3,46,13,NA,NA,6060 Springhill Dr,Greenbelt,39.006072,-76.90275
16,Prince George's,2114,Eleanor Roosevelt High,240051001027,2018,4,66,NA,NA,63,7601 Hanover Pkwy,Greenbelt,38.994714,-76.86967
16,Prince George's,2121,Cherokee Lane Elementary,240051001006,2018,4,63,48,NA,NA,9000 25th Ave,Adelphi,39.004997,-76.96343
16,Prince George's,2122,Magnolia Elementary,240051001097,2018,4,64,52,NA,NA,8400 Nightingale Dr,Lanham,38.984256,-76.862455
16,Prince George's,2123,Paint Branch Elementary,240051001124,2018,4,66,57,NA,NA,5101 Pierce Ave,College Park,38.986824,-76.926174
16,Prince George's,2141,Greenbelt Middle,240051001049,2018,3,56,NA,48,NA,6301 Breezewood Dr,Greenbelt,38.999181,-76.902955
16,Prince George's,2142,College Park Academy,240051001718,2018,4,60,NA,36,NA,7501 Adelphi Rd,Hyattsville,38.982951,-76.954062
16,Prince George's,2211,Northwestern Evening/Saturday High,240051001054,2018,1,24,NA,NA,3,7000 Adelphi Road,Hyattsville,38.974817,-76.95451
16,Prince George's,2213,Crossland Evening/Saturday High,240051001062,2018,1,28,NA,NA,5,6901 Temple Hill Rd,Temple Hills,38.794416,-76.930718
16,Prince George's,2220,Community Based Classrooms,240051001067,2018,2,30,NA,NA,6,5150 Annapolis Rd,Bladensburg,38.940125,-76.930972
17,Queen Anne's,0101,Sudlersville Middle School,240054001198,2018,4,73,83,84,NA,600 Charles Street,Sudlersville,39.182483,-75.852483
17,Queen Anne's,0106,Sudlersville Elementary School,240054001197,2018,3,51,20,NA,NA,300 S Church Street,Sudlersville,39.183306,-75.859305
17,Queen Anne's,0202,Church Hill Elementary School,240054001192,2018,4,65,53,NA,NA,631 Main St,Church Hill,39.147412,-75.980731
17,Queen Anne's,0301,Queen Anne's County High School,240054001195,2018,4,73,NA,NA,76,125 Ruthsburg Rd,Centreville,39.037716,-76.053081
17,Queen Anne's,0302,Kennard Elementary School,240054001070,2018,5,78,89,NA,NA,420 Little Kidwell Ave,Centreville,39.037925,-76.06407
17,Queen Anne's,0303,Centreville Middle School,240054001190,2018,5,75,NA,91,NA,231 Ruthsburg Rd,Centreville,39.034117,-76.050257
17,Queen Anne's,0403,Bayside Elementary School,240054000202,2018,5,75,82,NA,NA,301 Church St,Stevensville,38.982093,-76.307331
17,Queen Anne's,0404,Stevensville Middle School,240054001196,2018,4,61,NA,61,NA,610 Main St,Stevensville,38.977487000000004,-76.308833
17,Queen Anne's,0405,Kent Island High School,240054001076,2018,4,74,NA,NA,80,900 Love Point Rd,Stevensville,38.991128,-76.309347
17,Queen Anne's,0406,Matapeake Elementary School,240054001557,2018,5,80,93,NA,NA,651 Romancoke Rd,Stevensville,38.962235,-76.335204
17,Queen Anne's,0407,Matapeake Middle School,240054001644,2018,4,71,NA,85,NA,671 Romancoke Road,Stevensville,38.960612,-76.334577
17,Queen Anne's,0503,Grasonville Elementary School,240054001193,2018,4,67,60,NA,NA,5435 Main St,Grasonville,38.962011,-76.188784
18,Saint Mary's,0101,Spring Ridge Middle,240060001237,2018,4,62,NA,63,NA,19856 Three Notch Rd,Lexington Park,38.212314,-76.401414
18,Saint Mary's,0104,Ridge Elementary,240060001236,2018,4,62,44,NA,NA,49430 Airedale Rd,Ridge,38.110675,-76.365809
18,Saint Mary's,0201,Piney Point Elementary,240060001235,2018,4,72,76,NA,NA,44550 Tall Timbers Rd,Tall Timbers,38.167236,-76.536524
18,Saint Mary's,0301,Leonardtown Elementary,240060001228,2018,4,71,73,NA,NA,22885 Duke St,Leonardtown,38.296615,-76.63916
18,Saint Mary's,0302,Benjamin Banneker Elementary,240060001216,2018,4,74,81,NA,NA,27180 Point Lookout Rd,Loveville,38.3301,-76.675701
18,Saint Mary's,0303,Chopticon High,240060001218,2018,4,66,NA,NA,62,25390 Colton Point Rd,Morganza,38.359659,-76.706229
18,Saint Mary's,0305,Leonardtown Middle,240060001229,2018,4,72,NA,85,NA,24015 Point Lookout Rd,Leonardtown,38.273707,-76.612357
18,Saint Mary's,0306,Leonardtown High,240060001356,2018,5,75,NA,NA,81,23995 Point Lookout Rd,Leonardtown,38.269836,-76.611229
18,Saint Mary's,0308,Captain Walter Francis Duke Elementary,240060001732,2018,4,72,76,NA,NA,23595 Hayden Farm Lane,Leonardtown,38.314275,-76.6373
18,Saint Mary's,0404,Margaret Brent Middle,240060001231,2018,3,53,NA,38,NA,29675 Point Lookout Rd,Mechanicsville,38.380063,-76.716111
18,Saint Mary's,0501,Lettie Marshall Dent Elem,240060001399,2018,5,77,87,NA,NA,37840 New Market Turner Rd,Mechanicsville,38.474194,-76.767841
18,Saint Mary's,0503,White Marsh Elementary,240060001240,2018,5,83,96,NA,NA,29090 Thompson Corner Rd,Mechanicsville,38.467093,-76.776408
18,Saint Mary's,0504,Mechanicsville Elementary,240060001232,2018,4,68,61,NA,NA,28585 Three Notch Rd,Mechanicsville,38.45322,-76.754587
18,Saint Mary's,0602,Oakville Elementary,240060001233,2018,5,79,92,NA,NA,26410 Three Notch Road,Mechanicsville,38.394448,-76.646486
18,Saint Mary's,0604,Hollywood Elementary,240060001227,2018,4,66,55,NA,NA,44345 Joy Chapel Rd,Hollywood,38.337036,-76.5423
18,Saint Mary's,0606,Evergreen Elementary School,240060001685,2018,4,74,82,NA,NA,43765 Wildewood Parkway,California,38.299203,-76.563557
18,Saint Mary's,0702,Dynard Elementary,240060001219,2018,4,69,65,NA,NA,23510 Bushwood Rd,Chaptico,38.313384,-76.758809
18,Saint Mary's,0801,Great Mills High,240060001224,2018,4,61,NA,NA,52,21130 Great Mills Rd,Great Mills,38.247434,-76.487496
18,Saint Mary's,0803,Green Holly Elementary School,240060001221,2018,4,66,57,NA,NA,46060 Millstone Landing Rd,Lexington Park,38.294323,-76.482577
18,Saint Mary's,0804,Lexington Park Elementary,240060001230,2018,4,69,67,NA,NA,46763 Shangri La Dr,Lexington Park,38.260114,-76.457731
18,Saint Mary's,0805,George Washington Carver Elementary,240060001483,2018,3,57,30,NA,NA,46155 Carver School Blvd,Great Mills,38.250006,-76.480352
18,Saint Mary's,0806,Town Creek Elementary,240060001239,2018,5,79,92,NA,NA,45805 Dent Dr,Lexington Park,38.302988,-76.490745
18,Saint Mary's,0807,Esperanza Middle,240060001220,2018,3,58,NA,52,NA,22790 Maple Rd,Lexington Park,38.292472,-76.489428
18,Saint Mary's,0808,Park Hall Elementary,240060001234,2018,3,54,25,NA,NA,20343 Hermanville Rd,Park Hall,38.224096,-76.452122
18,Saint Mary's,0810,Greenview Knolls Elementary,240060001226,2018,4,66,57,NA,NA,45711 Military Ln,Great Mills,38.279987,-76.493325
18,Saint Mary's,0813,Chesapeake Charter School,240060001639,2018,4,68,51,88,NA,20945 Great Mills Road,Lexington Park,38.242943,-76.492909
19,Somerset,0102,Washington Academy and High School,240057001213,2018,3,49,NA,16,40,10902 Old Princess Anne Rd,Princess Anne,38.180697,-75.687491
19,Somerset,0107,Greenwood Elementary School,NA,2018,3,51,19,NA,NA,NA,NA,NA,NA
19,Somerset,0702,Crisfield Academy and High School,240057001201,2018,4,60,NA,51,55,210 N Somerset Avenue,Crisfield,37.986889,-75.843395
19,Somerset,0705,Carter G Woodson Elementary,240057001535,2018,4,61,39,NA,NA,281a Woodson School Rd,Crisfield,37.974665,-75.849375
19,Somerset,1303,Somerset 6/7 Intermediate School,240057001377,2018,3,48,NA,28,NA,7970 Tawes Campus Road,Westover,38.101515,-75.723364
19,Somerset,1401,Deal Island School,240057001202,2018,4,60,38,NA,NA,23275 Lola Wheatley Rd,Deal Island,38.15685,-75.947197
20,Talbot,0101,Easton High,240063001242,2018,4,62,NA,NA,52,723 Mecklenburg Ave,Easton,38.755785,-76.065719
20,Talbot,0104,Easton Elementary,240063001244,2018,4,71,70,NA,NA,307 Glenwood Ave,Easton,38.774024,-76.084793
20,Talbot,0106,Easton Middle,240063001243,2018,3,52,NA,36,NA,201 Peachblossom Rd,Easton,38.763055,-76.07701
20,Talbot,0202,St. Michaels Middle/High School,240063001248,2018,4,62,NA,47,67,200 Seymour Ave,St Michaels,38.780418,-76.216613
20,Talbot,0204,St. Michaels Elementary,240063001247,2018,4,71,71,NA,NA,100 Seymour Ave,St Michaels,38.779837,-76.218253
20,Talbot,0302,White Marsh Elementary,240063001252,2018,4,71,71,NA,NA,4322 Lovers Ln,Trappe,38.668281,-76.067407
20,Talbot,0401,Chapel District Elementary,240063001241,2018,5,78,90,NA,NA,11430 Cordova Rd,Cordova,38.862599,-76.007843
20,Talbot,0501,Tilghman Elementary,240063001250,2018,5,78,89,NA,NA,21374 Foster Ave,Tilghman,38.712748,-76.338141
21,Washington,0040,Barbara Ingram School for the Arts,240066001674,2018,5,86,NA,NA,97,7-11 S. Potomac Street,Hagerstown,39.641801,-77.72093
21,Washington,0101,Sharpsburg Elementary,240066001284,2018,4,71,71,NA,NA,17525 Shepherdstown Pike,Sharpsburg,39.455412,-77.757623
21,Washington,0190,Jonathan Hager Elementary,240066001740,2018,4,64,52,NA,NA,12615 Sedgwick Way,Hagerstown,39.660508,-77.757687
21,Washington,0201,Springfield Middle,240066001290,2018,4,66,NA,74,NA,334 Sunset Ave,Williamsport,39.593478,-77.811672
21,Washington,0202,Williamsport Elementary,240066001294,2018,5,75,83,NA,NA,1 S Clifton Dr,Williamsport,39.599903,-77.809234
21,Washington,0204,Williamsport High,240066001295,2018,4,65,NA,NA,60,5 S Clifton Dr,Williamsport,39.596554,-77.810195
21,Washington,0301,South Hagerstown High,240066001288,2018,3,53,NA,NA,37,1101 S Potomac St,Hagerstown,39.620424,-77.732173
21,Washington,0302,Emma K. Doub Elementary,240066001264,2018,4,69,66,NA,NA,1221 S Potomac St,Hagerstown,39.61693,-77.731447
21,Washington,0304,E. Russell Hicks Middle,240066001263,2018,4,61,NA,61,NA,1321 S Potomac St,Hagerstown,39.614942,-77.732382
21,Washington,0305,Washington County Technical High,240066000308,2018,5,80,NA,NA,92,50 W Oak Ridge Dr,Hagerstown,39.608958,-77.739338
21,Washington,0325,Rockland Woods Elementary,240066001667,2018,4,72,75,NA,NA,18201 Rockland Drive,Hagerstown,39.574582,-77.736832
21,Washington,0401,Clear Spring Middle,240066001261,2018,5,84,NA,98,NA,12628 Broadfording Rd,Clear Spring,39.658349,-77.936103
21,Washington,0402,Clear Spring Elementary,240066001259,2018,5,75,84,NA,NA,12627 Broadfording Rd,Clear Spring,39.656799,-77.93382
21,Washington,0403,Clear Spring High,240066001260,2018,4,71,NA,NA,71,12630 Broadfording Rd,Clear Spring,39.657618,-77.93693
21,Washington,0501,Hancock Middle Senior High,240066001270,2018,4,62,NA,50,64,289 W Main St,Hancock,39.696877,-78.196606
21,Washington,0502,Hancock Elementary,240066001269,2018,4,71,71,NA,NA,290 W Main St,Hancock,39.699898,-78.196001
21,Washington,0601,Boonsboro High,240066001256,2018,4,72,NA,NA,74,10 Campus Ave,Boonsboro,39.516031,-77.651589
21,Washington,0602,Boonsboro Middle,240066001255,2018,5,86,NA,99,NA,1 J-H Wade Dr,Boonsboro,39.513869,-77.650863
21,Washington,0603,Boonsboro Elementary,240066001254,2018,5,79,90,NA,NA,5 Campus Ave,Boonsboro,39.515252,-77.648348
21,Washington,0701,Smithsburg High,240066001285,2018,4,74,NA,NA,80,66 N Main St,Smithsburg,39.662076,-77.574292
21,Washington,0702,Smithsburg Elementary,240066001286,2018,4,73,77,NA,NA,67 N Main St,Smithsburg,39.657035,-77.576964
21,Washington,0704,Smithsburg Middle,240066001287,2018,5,78,NA,95,NA,68 N Main St,Smithsburg,39.659744,-77.575021
21,Washington,0902,Paramount Elementary,240066000752,2018,5,79,92,NA,NA,19410 Longmeadow Rd,Hagerstown,39.683555,-77.694687
21,Washington,0903,Old Forge Elementary,240066001277,2018,5,75,83,NA,NA,21615 Old Forge Rd,Hagerstown,39.655903,-77.61646
21,Washington,1002,Eastern Elementary,240066000418,2018,4,66,56,NA,NA,1320 Yale Dr,Hagerstown,39.624614,-77.692851
21,Washington,1101,Pleasant Valley Elementary,240066001280,2018,4,70,68,NA,NA,1707 Rohrersville Rd,Knoxville,39.359292,-77.675166
21,Washington,1301,Maugansville Elementary,240066001274,2018,5,76,85,NA,NA,18023 Maugans Ave,Maugansville,39.692766,-77.742063
21,Washington,1401,Cascade Elementary,240066001258,2018,5,75,83,NA,NA,14519 Pennersville Rd,Cascade,39.713916,-77.491155
21,Washington,1602,Greenbrier Elementary,240066001268,2018,5,86,98,NA,NA,21222 San Mar Rd,Boonsboro,39.55722,-77.630253
21,Washington,1701,Bester Elementary,240066001253,2018,3,49,17,NA,NA,30 E Memorial Blvd,Hagerstown,39.632932,-77.72247
21,Washington,1802,Pangborn Elementary,240066001278,2018,4,64,51,NA,NA,195 Pangborn Blvd,Hagerstown,39.638134,-77.700514
21,Washington,1805,Potomac Heights Elementary,240066001281,2018,4,73,80,NA,NA,301 E Magnolia Ave,Hagerstown,39.65593,-77.696273
21,Washington,2002,Fountain Rock Elementary,240066001265,2018,5,79,90,NA,NA,17145 Lappans Rd,Hagerstown,39.570599,-77.772948
21,Washington,2101,North Hagerstown High,240066001275,2018,4,66,NA,NA,64,1200 Pennsylvania Ave,Hagerstown,39.66231,-77.7163
