#academic_year,lea_number,lea_name,school_number,school_name,star_rating,total_earned_points_percent,percentile_rank_elementary,percentile_rank_middle,percentile_rank_high
2018,30,Baltimore City,328,Southwest Baltimore Charter School,3,52,16,49,na
2018,30,Baltimore City,330,Northwood Appold Community Academy,1,27,1,na,na
2018,30,Baltimore City,332,The Green School,4,66,57,na,na
2018,30,Baltimore City,333,Independence School Local I,2,38,na,na,13
2018,30,Baltimore City,335,Baltimore International Academy,3,56,21,62,na
2018,30,Baltimore City,336,Baltimore Montessori Public Charter School,3,57,22,61,na
2018,30,Baltimore City,337,Afya Public Charter School,2,38,na,10,na
2018,30,Baltimore City,339,Friendship Academy of Engineering and Technology,1,28,na,1,14
2018,30,Baltimore City,341,The Reach! Partnership School,2,35,na,na,11
2018,30,Baltimore City,342,K.A.S.A. (Knowledge And Success Academy),1,21,na,0,4
2018,30,Baltimore City,345,Joseph C. Briscoe Academy,1,23,na,2,na
2018,30,Baltimore City,346,City Neighbors Hamilton,3,50,8,57,na
2018,30,Baltimore City,347,KIPP Academy,2,38,3,18,na
2018,30,Baltimore City,348,Baltimore Leadership School for Young Women,3,49,na,12,41
2018,30,Baltimore City,349,N.A.C.A. Freedom and Democracy Academy II,2,36,na,6,15
2018,30,Baltimore City,357,Banneker Blake Academy for Arts and Sciences,2,40,na,13,na
2018,30,Baltimore City,362,Bard High School Early College,4,65,na,na,60
2018,30,Baltimore City,364,Bluford Drew Jemison STEM Academy West,1,26,na,0,13
2018,30,Baltimore City,368,Elmer A. Henderson: Johns Hopkins Partner School,3,54,19,55,na
2018,30,Baltimore City,371,Lillie May Carroll Jackson School,2,43,1,57,na
2018,30,Baltimore City,373,Tunbridge Public Charter School,4,71,60,93,na
2018,30,Baltimore City,374,Vanguard Collegiate Middle School,2,32,na,5,na
2018,30,Baltimore City,375,Baltimore Collegiate School for Boys,2,41,3,28,na
2018,30,Baltimore City,376,City Neighbors High School,3,46,na,na,24
2018,30,Baltimore City,377,Green Street Academy,2,43,na,8,31
2018,30,Baltimore City,379,Roots and Branches School,1,12,0,na,na
2018,30,Baltimore City,381,Monarch Academy Public Charter School,2,30,3,4,na
2018,30,Baltimore City,382,Baltimore Design School,3,46,na,11,35
2018,30,Baltimore City,384,Creative City Public Charter School,1,21,0,na,na
2018,30,Baltimore City,400,Edmondson-Westside High,3,45,na,na,22
2018,30,Baltimore City,403,Baltimore Polytechnic Institute,5,78,na,na,87
2018,30,Baltimore City,405,Patterson High,2,34,na,na,9
2018,30,Baltimore City,406,Forest Park High,2,35,na,na,10
2018,30,Baltimore City,407,Western High,3,58,na,na,43
2018,30,Baltimore City,410,Mergenthaler Vocational-Technical High,3,45,na,na,22
2018,30,Baltimore City,413,Achievement Academy @ Harbor City High,1,24,na,na,2
2018,30,Baltimore City,414,Paul Laurence Dunbar High,3,46,na,na,25
2018,30,Baltimore City,415,Baltimore School for the Arts,5,77,na,na,84
2018,30,Baltimore City,416,Digital Harbor High School,2,41,na,na,17
2018,30,Baltimore City,419,Reginald F. Lewis High School,2,30,na,na,6
2018,30,Baltimore City,421,National Academy Foundation,2,32,na,3,12
2018,30,Baltimore City,422,New Era Academy,1,26,na,0,11
2018,30,Baltimore City,427,Academy for College and Career Exploration,1,24,na,0,7
2018,30,Baltimore City,429,Vivien T. Thomas Medical Arts Academy,2,40,na,na,15
2018,30,Baltimore City,430,Augusta Fells Savage Institute of Visual Arts,2,33,na,na,7
2018,30,Baltimore City,432,Coppin Academy,2,44,na,na,19
2018,30,Baltimore City,433,Renaissance Academy,2,30,na,na,5
2018,30,Baltimore City,450,Frederick Douglass High,2,33,na,na,8
2018,30,Baltimore City,454,Carver Vocational-Technical High,2,43,na,na,18
2018,30,Baltimore City,480,Baltimore City College,4,70,na,na,70
2018,32,SEED,1000,The Seed School of Maryland,2,42,na,8,29
